variable,description,decade,pos_label,neg_label,pos_pct,n_valid,year_min,year_max,n_years,trend,was_flipped,question,stat_label,category,confidence,review_note,audit_action,audit_problem,audit_problem_detail,audit_reframe,audit_flip_error,audit_flip_note,review_status
mhtrtot2,r knows someone who received treatment for mental health,2020s,yes,no,0.6889,1575,2006,2024,2,,False,What % of Americans surveyed know someone who received mental health treatment?,Know someone treated for mental health,Health,1,,keep_as_is,,,,False,,pending
mhdiagno,r knows someone who has been diagnosed with a mental health problem,2010s,yes,no,0.5174,1130,2018,2018,1,,False,What % of Americans surveyed know someone diagnosed with a mental health problem?,Know someone with mental health diagnosis,Health,1,,keep_as_is,,,,False,,pending
mhtrtslf,r have ever personally received treatment for mental health problem,2000s,yes,no,0.1352,1413,2006,2006,1,,True,What % of Americans surveyed have ever personally received treatment for a mental health problem?,Ever received mental health treatment,Health,1,,keep_as_is,,,,False,,pending
startbiz,r trying to start business,2000s,yes,no,0.0989,2020,2008,2008,1,,True,What % of self-employed Americans surveyed said they are NOT trying to start a business?,Trying to start a business,Work,2,Unclear if this means intention/plan vs. actively attempting. Check survey wording.,reframe,underspecified,Unclear if measuring intention to start or actively attempting to start,What % of Americans surveyed said they are trying to start a business?,False,,edited
ownbiz,r owns business,2000s,yes,no,0.1263,2021,2008,2008,1,,True,What % of Americans surveyed currently own a business?,Currently own a business,Work,1,,keep_as_is,,,,False,,pending
emphlth,do you receive health insurance from employer,2000s,yes,no,0.6359,1023,2008,2008,1,,False,What % of Americans surveyed currently receive health insurance from their employer?,Receive health insurance from employer,Health,1,,keep_as_is,,,,False,,pending
harsexjb,r has been the object of sexual advances/propositions from supervisor's,2000s,yes,no,0.2344,1759,2008,2008,1,,True,What % of Americans surveyed have ever experienced sexual advances from a supervisor?,Experienced sexual advances from supervisor,Work,1,,keep_as_is,,,,False,,pending
knwclsex,r knows other people who were obj of sexual advances,2000s,yes,no,0.0931,1762,2008,2008,1,,True,"What % of Americans surveyed know someone who was, as an adult, the object of unwanted sexual advances by a religious leader in a place offering religious services?",Know someone subjected to sexual advances,Sex & Relationships,2,Unclear if 'unwanted' is explicit in original question or inferred from context.,reframe,underspecified,Unclear if 'unwanted' was explicit in original survey question.,What % of Americans surveyed know someone who experienced unwanted sexual advances?,False,,edited
volactyr,since last yr any volunteering,2010s,yes,no,0.402,1294,2012,2012,1,,True,What % of Americans surveyed volunteered for any organization in the past year?,Volunteered for organization in past year,Social Trust,1,,keep_as_is,,,,False,,pending
obeylaw,should people obey laws without exceptn?,1980s,follow conscience on occassions,obey the law without exception,0.5661,623,1985,2016,5,,False,What % of Americans surveyed believe people should sometimes follow their conscience over obeying laws?,Believe following conscience over law is justified,Civil Liberties,2,Unclear if 'occasions' means civil disobedience contexts or any situation. Verify survey wording.,reframe,underspecified,Unclear what 'follow conscience on occasions' specifically means contextually.,What % of Americans surveyed believe people should sometimes follow conscience over obeying laws?,False,,edited
obeylaw,should people obey laws without exceptn?,1990s,follow conscience on occassions,obey the law without exception,0.5767,2362,1985,2016,5,,False,What % of Americans surveyed believe people should sometimes follow their conscience over obeying laws?,Believe following conscience over law is justified,Civil Liberties,2,Unclear if 'occasions' means civil disobedience contexts or any situation. Verify survey wording.,reframe,underspecified,Unclear what 'follow conscience on occasions' specifically means contextually.,What % of Americans surveyed believe people should sometimes follow conscience over obeying laws?,False,,edited
obeylaw,should people obey laws without exceptn?,2000s,follow conscience on occassions,obey the law without exception,0.4538,1508,1985,2016,5,,False,What % of Americans surveyed believe people should sometimes follow their conscience over obeying laws?,Believe following conscience over law is justified,Civil Liberties,2,Unclear if 'occasions' means civil disobedience contexts or any situation. Verify survey wording.,reframe,underspecified,Unclear what 'follow conscience on occasions' specifically means contextually.,What % of Americans surveyed believe people should sometimes follow conscience over obeying laws?,False,,edited
obeylaw,should people obey laws without exceptn?,2010s,follow conscience on occassions,obey the law without exception,0.5878,1363,1985,2016,5,,False,What % of Americans surveyed believe people should sometimes follow their conscience over obeying laws?,Believe following conscience over law is justified,Civil Liberties,2,Unclear if 'occasions' means civil disobedience contexts or any situation. Verify survey wording.,reframe,underspecified,Unclear what 'follow conscience on occasions' specifically means contextually.,What % of Americans surveyed believe people should sometimes follow conscience over obeying laws?,False,,edited
protest5,allow damage of govt buildings,1980s,definitely not allowed,probably not allowed,0.9501,597,1985,1990,2,,False,What % of Americans surveyed say damaging government buildings is definitely not allowed?,Damage to government buildings definitely not allowed,Civil Liberties,1,,keep_as_is,,,,False,,pending
protest5,allow damage of govt buildings,1990s,definitely not allowed,probably not allowed,0.9271,1078,1985,1990,2,,False,What % of Americans surveyed say damaging government buildings is definitely not allowed?,Damage to government buildings definitely not allowed,Civil Liberties,1,,keep_as_is,,,,False,,pending
crimtail,should police tail a known criminal?,1980s,definitely allowed,probably allowed,0.8246,626,1985,1990,2,,False,What % of Americans surveyed believe police should definitely be allowed to tail a known criminal?,Police should definitely be allowed to tail criminals,Crime & Law,1,,keep_as_is,,,,False,,pending
crimtail,should police tail a known criminal?,1990s,definitely allowed,probably allowed,0.7303,1113,1985,1990,2,,False,What % of Americans surveyed believe police should definitely be allowed to tail a known criminal?,Police should definitely be allowed to tail criminals,Crime & Law,1,,keep_as_is,,,,False,,pending
verdict,worse type of judicial mistake,1980s,convict an innocent person,let a guilty person go free,0.7575,557,1985,2016,5,,False,What % of Americans surveyed say convicting an innocent person is the worse judicial mistake?,Convicting innocent person is worse judicial mistake,Crime & Law,1,,keep_as_is,,,,False,,pending
verdict,worse type of judicial mistake,1990s,convict an innocent person,let a guilty person go free,0.7249,2032,1985,2016,5,,False,What % of Americans surveyed say convicting an innocent person is the worse judicial mistake?,Convicting innocent person is worse judicial mistake,Crime & Law,1,,keep_as_is,,,,False,,pending
verdict,worse type of judicial mistake,2000s,convict an innocent person,let a guilty person go free,0.6891,1458,1985,2016,5,,False,What % of Americans surveyed say convicting an innocent person is the worse judicial mistake?,Convicting innocent person is worse judicial mistake,Crime & Law,1,,keep_as_is,,,,False,,pending
verdict,worse type of judicial mistake,2010s,convict an innocent person,let a guilty person go free,0.7849,1327,1985,2016,5,,False,What % of Americans surveyed say convicting an innocent person is the worse judicial mistake?,Convicting innocent person is worse judicial mistake,Crime & Law,1,,keep_as_is,,,,False,,pending
infljobs,top priority of govt: inflation or jobs?,1980s,keep down unemplymnt,keep down inflation,0.508,565,1985,1996,3,,False,What % of Americans surveyed prioritized keeping down unemployment over inflation?,Prioritize reducing unemployment over inflation,Politics,1,,keep_as_is,,,,False,,pending
infljobs,top priority of govt: inflation or jobs?,1990s,keep down unemplymnt,keep down inflation,0.5027,2076,1985,1996,3,,False,What % of Americans surveyed prioritized keeping down unemployment over inflation?,Prioritize reducing unemployment over inflation,Politics,1,,keep_as_is,,,,False,,pending
ownpower,govts role in electric power,1980s,control prices,leave alone,0.6726,593,1985,1990,2,,False,What % of Americans surveyed think government should neither own production nor control electric power prices and profits?,Government should not control electric power prices,Politics,1,,reframe,underspecified,Three response options exist; question text mentions only two positions.,What % of Americans surveyed think government should control electric power prices?,False,,edited
ownpower,govts role in electric power,1990s,control prices,leave alone,0.6354,984,1985,1990,2,,False,What % of Americans surveyed think government should neither own production nor control electric power prices and profits?,Government should not control electric power prices,Politics,1,,reframe,underspecified,Three response options exist; question text mentions only two positions.,What % of Americans surveyed think government should control electric power prices?,False,,edited
ownsteel,govts role in the steel industry,1980s,leave alone,control prices,0.638,587,1985,1990,2,,False,What % of Americans surveyed believe the government should leave the steel industry alone?,Government should leave steel industry alone,Politics,1,,keep_as_is,,,,False,,pending
ownsteel,govts role in the steel industry,1990s,leave alone,control prices,0.6243,987,1985,1990,2,,False,What % of Americans surveyed believe the government should leave the steel industry alone?,Government should leave steel industry alone,Politics,1,,keep_as_is,,,,False,,pending
ownbanks,govts role in banking and insurance,1980s,control prices,leave alone,0.5053,594,1985,1990,2,,False,What % of Americans surveyed believe government should neither own nor control prices and profits in banking and insurance?,Government should not control banking and insurance prices,Politics,1,,reframe,wrong_question_text,Question text doesn't match variable description or response options.,What % of Americans surveyed think government should control prices in banking?,False,,edited
ownbanks,govts role in banking and insurance,1990s,control prices,leave alone,0.5545,963,1985,1990,2,,False,What % of Americans surveyed believe government should neither own nor control prices and profits in banking and insurance?,Government should not control banking and insurance prices,Politics,1,,reframe,wrong_question_text,Question text doesn't match variable description or response options.,What % of Americans surveyed think government should control prices in banking?,False,,edited
rprtst15,how many times be a public meeting past 5 yrs,1990s,never,once,0.903,1245,1996,1996,1,,False,What % of Americans surveyed never attended a public meeting in the past 5 years?,Never attended public meeting past 5 years,Politics,1,,keep_as_is,,,,False,,pending
rprtst35,how many times gone on a protest march past 5 yrs,1990s,never,once,0.9379,1264,1996,1996,1,,False,What % of Americans surveyed have never attended a protest march in the past 5 years?,Never attended protest march past 5 years,Politics,1,,keep_as_is,,,,False,,pending
grnlaws,gov resp tomake industry less damaging,1990s,definitely should be,probably should be,0.5094,1093,1996,2016,3,,False,What % of Americans surveyed say government definitely should make industry less damaging?,Gov should make industry less damaging,Politics,1,,keep_as_is,,,,False,,pending
grnlaws,gov resp tomake industry less damaging,2000s,definitely should be,probably should be,0.6575,1403,1996,2016,3,,False,What % of Americans surveyed say government definitely should make industry less damaging?,Gov should make industry less damaging,Politics,1,,keep_as_is,,,,False,,pending
grnlaws,gov resp tomake industry less damaging,2010s,definitely should be,probably should be,0.5551,1223,1996,2016,3,,False,What % of Americans surveyed say government definitely should make industry less damaging?,Gov should make industry less damaging,Politics,1,,keep_as_is,,,,False,,pending
polgbeco,what is your view on politics in us & world,2010s,"policies in america depend more on who is in government, rather than what is happening in the world economy","policies in america depend on what is happening in the world economy, rather than who is in government",0.6718,1340,2016,2016,1,,False,What % of Americans surveyed believe government policies depend more on who is in government vs. what is happening in the world economy?,Believe government matters more than world economy,Politics,2,Question assumes respondents chose between two competing perspectives; verify survey wording matched this framing.,reframe,underspecified,Question text doesn't clarify this is a forced choice between two competing views.,What % of Americans surveyed believe politics depend more on who is in government than world economy?,False,,edited
demworks,how well the system of democracy in america works?,1990s,it works well but needs some changes,needs a lot of changes,0.7349,1131,1996,1996,1,,False,What % of Americans surveyed say democracy works well but needs some changes?,Democracy works well but needs changes,Politics,1,,keep_as_is,,,,False,,pending
taxspend,choice between reducing taxes or spending more,1990s,spend more on social programs,reduce taxes,0.5961,1018,1996,1996,1,,False,What % of Americans surveyed prefer spending more on social programs over reducing taxes?,Prefer spending more on social programs,Politics,1,,keep_as_is,,,,False,,pending
runpower,electric power should mainly be run by private,1990s,by private,by the government,0.7904,1169,1996,1996,1,,False,What % of Americans surveyed believe electric power should be run mainly by private companies?,Prefer private companies run electric power,Politics,1,,keep_as_is,,,,False,,pending
runhosp,hospitals should mainly be run by private,1990s,by private,by the government,0.7358,1156,1996,1996,1,,False,What % of Americans surveyed believe hospitals should mainly be run by private companies?,Believe hospitals should be privately run,Health,1,,keep_as_is,,,,False,,pending
runbanks,banks should mainly be run by private,1990s,by private,by the government,0.7799,1158,1996,1996,1,,False,What % of Americans surveyed believe banks should mainly be run by private companies?,Banks should be run by private sector,Politics,1,,keep_as_is,,,,False,,pending
cutdebt,should the government cut debt?,1990s,spend on social programs like health,spend less than now on social programs,0.6376,1085,1996,1996,1,,False,What % of Americans surveyed think government should maintain current spend on social programs like health (vs spend less)?,Prefer spending on social programs,Politics,2,"Question conflates debt reduction with spending priorities. Verify GSS wording asked about spending preference, not debt.",reframe,wrong_question_text,Question text about spending priorities doesn't match debt reduction variable.,What % of Americans surveyed think the government should cut its debt?,False,,edited
malive,mother still alive?,1980s,yes,no,0.6445,1465,1986,1994,2,,False,What % of Americans surveyed reported that their mother was still alive?,Mother still alive,Family,1,,keep_as_is,,,,False,,pending
malive,mother still alive?,1990s,yes,no,0.6461,1396,1986,1994,2,,False,What % of Americans surveyed reported that their mother was still alive?,Mother still alive,Family,1,,keep_as_is,,,,False,,pending
frisex,sex of closest friend,1980s,woman,man,0.5639,1381,1986,1986,1,,False,What % of Americans surveyed said their closest friend is a woman?,Closest friend is a woman,Sex & Relationships,1,,keep_as_is,,,,False,,pending
partpart,"in past 12 months, r has participated in orgs for politics or political associat",2010s,never,once in the past year,0.8665,1050,2018,2018,1,,False,What % of Americans surveyed never participated in political organizations in the past year?,Never participated in political organizations,Politics,1,,keep_as_is,,,,False,,pending
hlpsick,who r would first turn to if they needed help around the house if sick,2010s,close family member,close friend,0.8708,1080,2018,2018,1,,False,What % of Americans surveyed say they'd turn to a close family member if sick and needing household help?,Would turn to close family if sick,Family,1,,keep_as_is,,,,False,,pending
hlpdown,who r would first turn to if they needed help because they were feeling down or,2010s,close family member,close friend,0.5651,1069,2018,2018,1,,False,What % of Americans surveyed said they'd first turn to a close family member if feeling down?,Would turn to close family member when down,Family,1,,keep_as_is,,,,False,,pending
hlpsococ,who r would first turn to if they wanted to enjoy a pleasant social occasion,2010s,close family member,close friend,0.5171,1078,2018,2018,1,,False,What % of Americans surveyed would turn to a close family member for a pleasant social occasion?,Would turn to close family for social occasion,Family,1,,keep_as_is,,,,False,,pending
numlangs,how many languages does r speak well enough to hold a conversation in?,2010s,one language,two languages,0.792,1133,2018,2018,1,,False,What % of Americans surveyed speak only one language well enough to hold a conversation?,Speak only one language fluently,Education,1,,keep_as_is,,,,False,,pending
paslf,was father self-employed?,1980s,self-employed,someone else,0.2849,1292,1987,1987,1,,True,What % of Americans surveyed had a father who was self-employed?,Father was self-employed,Family,1,,keep_as_is,,,,False,,pending
lastslf,current job self-employment?,1980s,self-employed,someone else,0.1032,1319,1987,1987,1,,True,What % of Americans surveyed are currently self-employed in their job?,Currently self-employed,Work,1,,keep_as_is,,,,False,,pending
wrknokid,"shld mom work aftr marriage, before kids?",1980s,work full-time,work part-time,0.8146,1146,1988,2002,3,,False,"What % of Americans surveyed think mothers should work full-time after marriage, before having children?",Mothers should work full-time before kids,Family,1,,keep_as_is,,,,False,,pending
wrknokid,"shld mom work aftr marriage, before kids?",1990s,work full-time,work part-time,0.8681,1235,1988,2002,3,,False,"What % of Americans surveyed think mothers should work full-time after marriage, before having children?",Mothers should work full-time before kids,Family,1,,keep_as_is,,,,False,,pending
wrknokid,"shld mom work aftr marriage, before kids?",2000s,work full-time,work part-time,0.824,964,1988,2002,3,,False,"What % of Americans surveyed think mothers should work full-time after marriage, before having children?",Mothers should work full-time before kids,Family,1,,keep_as_is,,,,False,,pending
wrkgrown,shld woman work after kids leave home?,1980s,work full-time,work part-time,0.7829,1124,1988,2002,3,,False,What % of Americans surveyed think women should work full-time after their children leave home?,Women should work full-time after kids leave,Family,1,,keep_as_is,,,,False,,pending
wrkgrown,shld woman work after kids leave home?,1990s,work full-time,work part-time,0.8224,1189,1988,2002,3,,False,What % of Americans surveyed think women should work full-time after their children leave home?,Women should work full-time after kids leave,Family,1,,keep_as_is,,,,False,,pending
wrkgrown,shld woman work after kids leave home?,2000s,work full-time,work part-time,0.7795,938,1988,2002,3,,False,What % of Americans surveyed think women should work full-time after their children leave home?,Women should work full-time after kids leave,Family,1,,keep_as_is,,,,False,,pending
marnomar,bad marriage better than none at all,1980s,strongly disagree,disagree,0.5177,1224,1988,2002,3,,False,What % of Americans surveyed strongly disagreed that a bad marriage is better than none?,Strongly disagree bad marriage better than none,Family,1,,keep_as_is,,,,False,,pending
marnomar,bad marriage better than none at all,1990s,strongly disagree,disagree,0.5269,1292,1988,2002,3,,False,What % of Americans surveyed strongly disagreed that a bad marriage is better than none?,Strongly disagree bad marriage better than none,Family,1,,keep_as_is,,,,False,,pending
marnomar,bad marriage better than none at all,2000s,strongly disagree,disagree,0.6584,1024,1988,2002,3,,False,What % of Americans surveyed strongly disagreed that a bad marriage is better than none?,Strongly disagree bad marriage better than none,Family,1,,keep_as_is,,,,False,,pending
mawork14,did mom work before r was 14 yrs old,1980s,yes,no,0.4975,1361,1988,2012,4,,False,What % of Americans surveyed said their mother worked before they turned 14?,Mother worked before age 14,Family,1,,keep_as_is,,,,False,,pending
mawork14,did mom work before r was 14 yrs old,1990s,yes,no,0.5425,1369,1988,2012,4,,False,What % of Americans surveyed said their mother worked before they turned 14?,Mother worked before age 14,Family,1,,keep_as_is,,,,False,,pending
mawork14,did mom work before r was 14 yrs old,2000s,yes,no,0.6422,1120,1988,2012,4,,False,What % of Americans surveyed said their mother worked before they turned 14?,Mother worked before age 14,Family,1,,keep_as_is,,,,False,,pending
mawork14,did mom work before r was 14 yrs old,2010s,yes,no,0.6852,1249,1988,2012,4,,False,What % of Americans surveyed said their mother worked before they turned 14?,Mother worked before age 14,Family,1,,keep_as_is,,,,False,,pending
cohabit,did r live with spouse before marriage,1980s,yes,no,0.2342,742,1988,1994,2,,True,What % of married Americans surveyed lived with their spouse before marriage?,Lived with spouse before marriage,Sex & Relationships,1,,reframe,conditional,Only asked to people who got married; unclear to player.,What % of married Americans surveyed lived with their spouse before marriage?,False,,edited
cohabit,did r live with spouse before marriage,1990s,yes,no,0.2797,731,1988,1994,2,,True,What % of married Americans surveyed lived with their spouse before marriage?,Lived with spouse before marriage,Sex & Relationships,1,,reframe,conditional,Only asked to people who got married; unclear to player.,What % of married Americans surveyed lived with their spouse before marriage?,False,,edited
livnowed,did r live with partner before marriage,1990s,"no, never","yes, with a previous partner",0.8499,1216,1994,1994,1,,False,What % of Americans surveyed have never lived with a partner who they did not marry?,Never cohabitated before marriage,Sex & Relationships,1,,reframe,conditional,Question only applies to people who have married; unclear to player.,What % of married Americans surveyed lived with a partner before marriage?,False,,edited
sexhar,r experienced sexual harassment,1990s,yes,no,0.3464,2729,1994,1996,2,,True,What % of Americans surveyed have ever experienced sexual harassment at work?,Ever experienced sexual harassment,Sex & Relationships,1,,reframe,conditional,Response option 'never have worked' suggests question only asked to workers.,What % of Americans surveyed who have worked have experienced sexual harassment?,False,,edited
eldcost,who should pay for help for elderly,2010s,the government/public funds,the elderly people themselves or their family,0.4638,1049,2012,2022,2,,False,What % of Americans surveyed believe the government should pay for elderly care?,Government should pay for elderly care,Social Trust,1,,keep_as_is,,,,False,,pending
eldcost,who should pay for help for elderly,2020s,the government/public funds,the elderly people themselves or their family,0.6499,906,2012,2022,2,,False,What % of Americans surveyed believe the government should pay for elderly care?,Government should pay for elderly care,Social Trust,1,,keep_as_is,,,,False,,pending
secjob,importance of job security in a job,1980s,very important,important,0.5679,1342,1989,2016,4,,False,What % of Americans surveyed said job security is very important in a job?,Say job security very important,Work,1,,keep_as_is,,,,False,,pending
secjob,importance of job security in a job,1990s,very important,important,0.6025,1106,1989,2016,4,,False,What % of Americans surveyed said job security is very important in a job?,Say job security very important,Work,1,,keep_as_is,,,,False,,pending
secjob,importance of job security in a job,2000s,very important,important,0.6737,1399,1989,2016,4,,False,What % of Americans surveyed said job security is very important in a job?,Say job security very important,Work,1,,keep_as_is,,,,False,,pending
secjob,importance of job security in a job,2010s,very important,important,0.754,1427,1989,2016,4,,False,What % of Americans surveyed said job security is very important in a job?,Say job security very important,Work,1,,keep_as_is,,,,False,,pending
intjob,importance of interesting work in a job,1980s,very important,important,0.4667,1328,1989,2016,4,,False,What % of Americans surveyed say interesting work is very important in a job?,Say interesting work very important in job,Work,1,,keep_as_is,,,,False,,pending
intjob,importance of interesting work in a job,1990s,very important,important,0.5335,1111,1989,2016,4,,False,What % of Americans surveyed say interesting work is very important in a job?,Say interesting work very important in job,Work,1,,keep_as_is,,,,False,,pending
intjob,importance of interesting work in a job,2000s,very important,important,0.5977,1428,1989,2016,4,,False,What % of Americans surveyed say interesting work is very important in a job?,Say interesting work very important in job,Work,1,,keep_as_is,,,,False,,pending
intjob,importance of interesting work in a job,2010s,very important,important,0.5523,1361,1989,2016,4,,False,What % of Americans surveyed say interesting work is very important in a job?,Say interesting work very important in job,Work,1,,keep_as_is,,,,False,,pending
discwk5,discrimination at work in past 5 yrs,2010s,yes,no,0.1905,1363,2016,2016,1,,True,What % of Americans surveyed experienced discrimination at work in the past 5 years?,Experienced discrimination at work,Race & Equality,1,,keep_as_is,,,,False,,pending
harass5,harassment at work in past 5 yrs,2010s,yes,no,0.1719,1373,2016,2016,1,,True,"What % of employed Americans surveyed experienced harassment (bullying, physical or psychological abuse) at work in the past 5 years?",Experienced harassment at work in past 5 years,Work,2,Unclear if 'harassment' was defined in survey or left to respondent interpretation.,reframe,underspecified,Survey's definition of 'harassment' unclear; respondent interpretation may vary widely.,What % of Americans surveyed reported experiencing harassment at work in past 5 years?,False,,edited
empself,does r prefer self-employment or not ?,1980s,self-employ,employee,0.6326,1283,1989,2006,3,,False,What % of Americans surveyed prefer self-employment over being an employee?,Prefer self-employment to being employee,Work,1,,keep_as_is,,,,False,,pending
empself,does r prefer self-employment or not ?,1990s,self-employ,employee,0.7053,1071,1989,2006,3,,False,What % of Americans surveyed prefer self-employment over being an employee?,Prefer self-employment to being employee,Work,1,,keep_as_is,,,,False,,pending
empself,does r prefer self-employment or not ?,2000s,self-employ,employee,0.6205,1499,1989,2006,3,,False,What % of Americans surveyed prefer self-employment over being an employee?,Prefer self-employment to being employee,Work,1,,keep_as_is,,,,False,,pending
smallbig,r preference re: firm size in,1980s,small,big,0.6084,1219,1989,2006,3,,False,What % of Americans surveyed said they would prefer to work at a small firm?,Prefer working at small firms,Work,2,Unclear if this asks about preference or actual experience. Check original GSS wording.,reframe,underspecified,Unclear if measuring preference or actual work experience preference.,What % of Americans surveyed said they would prefer to work at a small firm?,False,,edited
smallbig,r preference re: firm size in,1990s,small,big,0.7038,1035,1989,2006,3,,False,What % of Americans surveyed said they would prefer to work at a small firm?,Prefer working at small firms,Work,2,Unclear if this asks about preference or actual experience. Check original GSS wording.,reframe,underspecified,Unclear if measuring preference or actual work experience preference.,What % of Americans surveyed said they would prefer to work at a small firm?,False,,edited
smallbig,r preference re: firm size in,2000s,small,big,0.6795,1465,1989,2006,3,,False,What % of Americans surveyed said they would prefer to work at a small firm?,Prefer working at small firms,Work,2,Unclear if this asks about preference or actual experience. Check original GSS wording.,reframe,underspecified,Unclear if measuring preference or actual work experience preference.,What % of Americans surveyed said they would prefer to work at a small firm?,False,,edited
iwrkhard,how hard does r work at job,1980s,real hard,not to interfere,0.6575,787,1989,1998,2,,False,What % of Americans surveyed say they work real hard at their job?,Work real hard at job,Work,1,,keep_as_is,,,,False,,pending
iwrkhard,how hard does r work at job,1990s,real hard,not to interfere,0.5801,757,1989,1998,2,,False,What % of Americans surveyed say they work real hard at their job?,Work real hard at job,Work,1,,keep_as_is,,,,False,,pending
hrsmoney,r preference re: work hrs and money,1980s,work the same number of hours and earn the same money,work longer hours and earn more money,0.646,755,1989,2016,4,,False,What % of Americans surveyed prefer to work the same hours for the same pay?,Prefer same work hours and pay,Work,1,,keep_as_is,,,,False,,pending
hrsmoney,r preference re: work hrs and money,1990s,work the same number of hours and earn the same money,work longer hours and earn more money,0.6514,684,1989,2016,4,,False,What % of Americans surveyed prefer to work the same hours for the same pay?,Prefer same work hours and pay,Work,1,,keep_as_is,,,,False,,pending
hrsmoney,r preference re: work hrs and money,2000s,work the same number of hours and earn the same money,work longer hours and earn more money,0.6609,953,1989,2016,4,,False,What % of Americans surveyed prefer to work the same hours for the same pay?,Prefer same work hours and pay,Work,1,,keep_as_is,,,,False,,pending
hrsmoney,r preference re: work hrs and money,2010s,work the same number of hours and earn the same money,work longer hours and earn more money,0.6035,883,1989,2016,4,,False,What % of Americans surveyed prefer to work the same hours for the same pay?,Prefer same work hours and pay,Work,1,,keep_as_is,,,,False,,pending
supervis,does r supervise others at work in main job,1980s,yes,no,0.3951,874,1989,2022,3,,True,What % of Americans surveyed supervise others in their main job?,Supervise others at work,Work,1,,keep_as_is,,,,False,,pending
supervis,does r supervise others at work in main job,2010s,yes,no,0.379,1416,1989,2022,3,,True,What % of Americans surveyed supervise others in their main job?,Supervise others at work,Work,1,,keep_as_is,,,,False,,pending
supervis,does r supervise others at work in main job,2020s,yes,no,0.3284,1961,1989,2022,3,,True,What % of Americans surveyed supervise others in their main job?,Supervise others at work,Work,1,,keep_as_is,,,,False,,pending
suprvsjb,does r supervise others at work,2010s,yes,no,0.362,2408,2010,2014,2,,True,What % of Americans surveyed said they supervise others at their job?,Supervise others at work,Work,1,,keep_as_is,,,,False,,pending
paydojob,how important job well done in deciding pay,1990s,essential,very important,0.5275,1092,1998,1998,1,,False,What % of Americans surveyed say doing a job well is essential in deciding pay?,Say job quality essential for pay decisions,Work,1,,keep_as_is,,,,False,,pending
worknow,are you currently working for pay,1990s,yes,no,0.7179,1209,1998,2016,3,,False,What % of Americans surveyed are currently working for pay?,Currently working for pay,Work,1,,keep_as_is,,,,False,,pending
worknow,are you currently working for pay,2000s,yes,no,0.6878,1516,1998,2016,3,,False,What % of Americans surveyed are currently working for pay?,Currently working for pay,Work,1,,keep_as_is,,,,False,,pending
worknow,are you currently working for pay,2010s,yes,no,0.6619,1473,1998,2016,3,,False,What % of Americans surveyed are currently working for pay?,Currently working for pay,Work,1,,keep_as_is,,,,False,,pending
evjob,have you ever had a paid job for 1 year or+,1990s,yes,no,0.8066,337,1998,2016,3,,False,What % of Americans surveyed have ever held a paid job for one year or longer?,Ever held paid job for 1+ year,Work,1,,keep_as_is,,,,False,,pending
evjob,have you ever had a paid job for 1 year or+,2000s,yes,no,0.8786,499,1998,2016,3,,False,What % of Americans surveyed have ever held a paid job for one year or longer?,Ever held paid job for 1+ year,Work,1,,keep_as_is,,,,False,,pending
evjob,have you ever had a paid job for 1 year or+,2010s,yes,no,0.8782,518,1998,2016,3,,False,What % of Americans surveyed have ever held a paid job for one year or longer?,Ever held paid job for 1+ year,Work,1,,keep_as_is,,,,False,,pending
wantjob2,would like to have a job now or in the future,1990s,yes,no,0.4828,338,1998,2016,3,,False,What % of Americans surveyed would like to have a job now or in the future?,Would like to have a job now or future,Work,1,,keep_as_is,,,,False,,pending
wantjob2,would like to have a job now or in the future,2000s,yes,no,0.6119,497,1998,2016,3,,False,What % of Americans surveyed would like to have a job now or in the future?,Would like to have a job now or future,Work,1,,keep_as_is,,,,False,,pending
wantjob2,would like to have a job now or in the future,2010s,yes,no,0.6139,510,1998,2016,3,,False,What % of Americans surveyed would like to have a job now or in the future?,Would like to have a job now or future,Work,1,,keep_as_is,,,,False,,pending
lookjob,are you looking for a job,1990s,yes,no,0.2051,341,1998,2016,3,,True,What % of Americans surveyed said they are currently looking for a job?,Currently looking for a job,Work,1,,keep_as_is,,,,False,,pending
lookjob,are you looking for a job,2000s,yes,no,0.1845,498,1998,2016,3,,True,What % of Americans surveyed said they are currently looking for a job?,Currently looking for a job,Work,1,,keep_as_is,,,,False,,pending
lookjob,are you looking for a job,2010s,yes,no,0.3077,310,1998,2016,3,,True,What % of Americans surveyed said they are currently looking for a job?,Currently looking for a job,Work,1,,keep_as_is,,,,False,,pending
jbtrain,did r have any training to improve job skill past 12 months,2000s,yes,no,0.6117,1015,2006,2016,2,,False,What % of Americans surveyed received job skill training in the past 12 months?,Received job skill training past year,Work,1,,keep_as_is,,,,False,,pending
jbtrain,did r have any training to improve job skill past 12 months,2010s,yes,no,0.5827,934,2006,2016,2,,False,What % of Americans surveyed received job skill training in the past 12 months?,Received job skill training past year,Work,1,,keep_as_is,,,,False,,pending
xmarsex1,is extramarital sex wrong?,1990s,always wrong,almost always wrong,0.8429,3588,1991,2018,5,,False,What % of Americans surveyed believe extramarital sex is always wrong?,Believe extramarital sex is always wrong,Sex & Relationships,1,,keep_as_is,,,,False,,pending
xmarsex1,is extramarital sex wrong?,2000s,always wrong,almost always wrong,0.8725,1258,1991,2018,5,,False,What % of Americans surveyed believe extramarital sex is always wrong?,Believe extramarital sex is always wrong,Sex & Relationships,1,,keep_as_is,,,,False,,pending
